VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CFP_abertura,CFP_anterioridade,CFP_tracoposicao1,CFP_tracoposicao2,CONT_FON_SEG,CFS_pontoc,CFS_sonor,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,MORFEMA.PLURAL,MORFEMA.PLURAL2,MUDANCA.SENTIDO,ESTILO,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A,bem | S a situação/ a,entrevista <A>,está <E> sendo legal você,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:21:19.284,WalterN
P,S oxe está <E> precisando fazer,entrevista <P>,com os <A> paraibano |,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:21:19.284,GiovanaC
P,nervoso quando a/ é a primeira,entrevista <P>,que eu estou <E> tendo,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA-_ValentinaM,2018,00:21:19.284,ValentinaM
A,| S eu fiz <A> uma,entrevista <A>,o mês <P> de novembro,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:21:19.284,LucianaB
P,ligou que eu fiz <A> a,entrevista <P>,de novembro | D1 nossa,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:21:23.696,LucianaB
A,porque como eu fui lá fazer,entrevista <A>,tudo então | S eu,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:21:25.694,LucianaB
P,(xxx) | S e vier fazer,entrevista <P>,assim e a gente por,entrevista,E-tRe-'vi$-ta,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,tonica,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:21:30.647,JonasP
A,começou a conversar né aqui você,entrevistar <A>,mas <A> | S eh,entrevistar,E-tRe-vi$-'tar,i,fechada,anterior,mais.anterior,menos.posterior,t,coronal,surda,atona,medial,verbo,verbo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_MilenaP,2017,00:21:37.897,MilenaP
A,aí seria essas <A> as <A>,épocas <A>,de | S de confraternização,épocas,'e-po-ka$,a,aberta,central,menos.anterior,menos.posterior,d,coronal,sonora,atona,final,substantivo,substantivo,lexical,sim,sim,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:21:39.742,JoaquimS
A,horário então foi coisas <A> assim,erros <A>,que eu cometi | S,erros,'e-ho$,o,meia.fechada,posterior,menos.anterior,mais.posterior,k,dorsal.labial,surda,atona,final,substantivo,substantivo,lexical,sim,sim,nao,conversa,ALCP_2018MA+_WalterN,2018,00:21:42.972,WalterN
A,"fala ""vou esborrachar"" | S ""vou","esborrachar"" <A>",| S esborrachar <A> |,esborrachar,e$-bo-ha-'Sar,e,meia.fechada,anterior,mais.anterior,menos.posterior,#,#,#,atona,medial,verbo,verbo,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:21:45.032,JefersonL
A,"S ""vou esborrachar"" <A> | S",esborrachar <A>,"| S2 ""vou esborrachar"" |",esborrachar,e$-bo-ha-'Sar,e,meia.fechada,anterior,mais.anterior,menos.posterior,#,#,#,atona,medial,verbo,verbo,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:21:56.035,JefersonL
A,<A> eu gosto <A> da minha,escala <A>,na verdade né | D1,escala,e$-'ka-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_AmandaP,2018,00:21:58.241,AmandaP
A,jeito | S não vai não,escapa <A>,não filha | D1 e,escapa,e$-'ka-pa,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,verbo,verbo,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:22:04.064,JoelmaM
A,hoje não hoje você vai na,escola <A>,hoje | S os <A>,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2016,00:22:11.660,JefersonL
A,casa tomava banho e ia pra,escola <A>,| S e se eu,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,#,#,#,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2016,00:22:21.658,JefersonL
A,<P> | S pra negócio de,escola <A>,| S reunião ela ia,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:21.658,JosileideS
A,o o caso só era na,escola <A>,quando eu saía que chegava,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:23.444,JosileideS
A,minha mãe tentou colocar noutras <A>,escola <A>,à noite né | D1,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:23.444,JosileideS
A,escola ou não? | S da,escola <A>,| D1 você você falou,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:28.187,JosileideS
A,e eh na verdade não tinha,escola <A>,perto pra nós <A> começar,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:29.194,JosileideS
A,nessa cidade de Belém tinha uma,escola <A>,pelo estado <P> (eu não,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:29.194,JosileideS
A,não que era muito rígida essa,escola <A>,| D1 uhum | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:22:29.194,JosileideS
A,brincar brincar | S chega da,escola <A>,ela | S vai dormir,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FA+_LuciaI,2018,00:22:32.343,LuciaI
A,dia as <A> criança vai pra,escola <A>,mata aula | D1 uhum,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FA+_LuciaI,2018,00:22:52.266,LuciaI
A,| S foi a | S,escola <A>,municipal {P.C.B.} | D1 uhum,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:22:52.266,YasminS
A,dois <A> foi a | S,escola <A>,municipal {J.S.F.} | S e,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:22:54.293,YasminS
A,a do três <A> | S,escola <A>,{A.} | S escola <A>,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:22:54.293,YasminS
A,S escola <A> {A.} | S,escola <A>,estadual <P> {A.P.} | D1,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:22:59.446,YasminS
A,se você já ouviu falar em,escola <A>,cinecista <P> | D1 (uhn),escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:23:09.103,YasminS
A,tirou o cenecista <P> e ficou,escola <A>,estadual <A> | D1 olha,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:23:09.103,YasminS
A,| S boto eles <H> na,escola <A>,vou pegar eles <A> |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_IsabelaS,2018,00:23:10.936,IsabelaS
A,{Y.} como é o nome daquela,escola <A>,lá que eu estudei <P>,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB+_IsabelaS,2018,00:23:13.236,IsabelaS
A,que nem desde <A> tempo de,escola <A>,uma amiga botou na minha,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:23:18.284,FabianoJ
A,pequeno o pequeno não tem a,escola <A>,adequada | S o pequeno,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:23:20.802,FabianoJ
A,você deveria fazer | S a,escola <A>,olha você | S (ainda,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:23:27.564,FabianoJ
A,que selecionar o rico pra uma,escola <A>,boa particular | S (eu,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA-_FabianoJ,2018,00:23:29.159,FabianoJ
A,| S eu fui fui pra,escola <A>,mas <0> eu estudei <A>,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:31.209,JoaquimS
A,<A> o aluno não vai pra,escola <A>,| D1 nossa | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:34.964,JoaquimS
A,lá era era | S a,escola <A>,que eu estudei <A> pelo,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:38.461,JoaquimS
A,pra ir pra | S pra,escola <A>,| S e depois <A>,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:38.461,JoaquimS
A,precisavam aí tinha que largar a,escola <A>,| S pra ir trabalhar,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:38.461,JoaquimS
A,eu estudei <A> em duas <A>,escola <A>,lá | S eu estudei,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:38.461,JoaquimS
A,eu estudei <A> em duas <A>,escola <A>,eu estudei <A> a |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:38.461,JoaquimS
A,S série | S em uma,escola <A>,| S e a quarta,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:47.488,JoaquimS
A,| S eu estudei <A> numa,escola <A>,aí quando fui pra |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:53.931,JoaquimS
A,série | S fui pra outra,escola <A>,depois <0> da quarta série,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:53.931,JoaquimS
A,eu gostava <A> de ir pra,escola <A>,eu gostava <A> muito |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:23:58.435,JoaquimS
A,eu | S eu faltava da,escola <A>,| S eu eu |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:03.715,JoaquimS
A,gostava <A> muito de ir pra,escola <A>,| D1 teve algum professor,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:17.072,JoaquimS
A,nós <0> estava <E> falando de,escola <A>,| S como é que,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:24:17.072,JoaquimS
A,a gente ia a pé pra,escola <A>,um monte de molecada |,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:21.896,WalterN
A,e aí a gente ia pra,escola <A>,mais <A> próxima | D1,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:21.896,WalterN
A,S ah muito bom as <A>,escola <A>,lá sabe? | D1 nossa,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:24:21.896,WalterN
A,mãe ela era merendeira de uma,escola <A>,que chamava um grupo lá,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:32.652,EdileneB
A,S e eu estudava <A> nessa,escola <A>,| D1 uhum | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:38.753,EdileneB
A,então eu tive que largar essa,escola <A>,| S pra mim fazer,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:38.753,EdileneB
A,S aí eu come/ cheguei na,escola <A>,chegava cansada comecei a tirar,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:42.682,EdileneB
A,doente | S aí abandonei a,escola <A>,| D1 mas então lá,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:50.495,EdileneB
A,<A> | S a diretora da,escola <A>,| D1 o pessoal gostava,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:24:52.199,EdileneB
A,exemplo vai o primeiro período na,escola <A>,mas <0> depois <0> fica,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:24:58.832,MarisaR
A,acho que tinha que ter uma,escola <A>,pra eles <A> ficar o,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:25:04.828,MarisaR
A,esporte <A> | S fosse uma,escola <A>,nesse sentido assim | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:25:10.739,MarisaR
A,<A> | S eu cresci na,escola <A>,onde todo mundo falava 'porta',escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_PenelopeM,2018,00:25:10.739,PenelopeM
A,tipo de preconceito? | S na,escola <A>,quando eu cheguei a molecada,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FA+_RitaS,2018,00:25:13.185,RitaS
A,<A> o ensino médio em uma,escola <A>,técnica | S no {I.},escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_LucianaB,2018,00:25:13.185,LucianaB
A,e eu sempre fui comportada na,escola <A>,| D1 uhum | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:17.984,RosemaraA
A,é que eu estudar <P> aquela,escola <A>,longe como é que eu,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:19.727,RosemaraA
A,| S você vem de uma,escola <A>,| S particular de uma,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:19.727,RosemaraA
A,<A> | S particular de uma,escola <A>,do ensino | S eh,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:23.167,RosemaraA
A,nem é hoje em dia na,escola <A>,pública | S aí você,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:23.167,RosemaraA
A,você vai competir com aluno de,escola <A>,particular que entra | S,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:23.167,RosemaraA
A,que | S nossa vem de,escola <A>,particular entra tudo na na,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018FB-_RosemaraA,2018,00:25:30.957,RosemaraA
A,D1 uhum | S em uma,escola <A>,onde é tempo integral né,escola,e$-'ko-la,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:25:32.454,MatheusA
A,<A> | S que o desenvolvimento,escolar <A>,é bem | S bem,escolar,e$-ko-'lar,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:25:37.344,JoaquimS
A,S já dá o transporte <A>,escolar <A>,pra | S pra todos,escolar,e$-ko-'lar,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:25:41.231,JoaquimS
A,D1 uhn | S lá tinha,escolas <A>,<A> assim | S que,escolas,e$-'ko-la$,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018FB-_YasminS,2018,00:25:41.231,YasminS
A,<0> lá no norte as <A>,escolas <A>,eh | S hoje eu,escolas,e$-'ko-la$,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_JoaquimS,2018,00:25:44.993,JoaquimS
A,já | S em várias <A>,escolas <A>,| S então | D1,escolas,e$-'ko-la$,e,meia.fechada,anterior,mais.anterior,menos.posterior,k,dorsal.labial,surda,atona,medial,substantivo,substantivo,lexical,nao,nao,nao,conversa,ALCP_2018MA+_WalterN,2018,00:25:44.993,WalterN
