VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CFP_abertura,CFP_anterioridade,CFP_tracoposicao1,CFP_tracoposicao2,CONT_FON_SEG,CFS_pontoc,CFS_sonor,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,MORFEMA.PLURAL,MORFEMA.PLURAL2,MUDANCA.SENTIDO,ESTILO,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
0,acho o melhor que eu acho,(mesmo) <0>,| S eu sei |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:38:29.155,JonasP
0,mais <A> feio que eu acho,mesmo <0>,é o mineiro | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:38:29.155,JonasP
0,S é o mais <A> bonito,mesmo <0>,eu acho lá o nordestino,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:38:41.763,JonasP
A,ah entendi | S (xxx) caipira,mesmo <A>,é o mineiro | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:38:45.354,JonasP
H,<A> por cento aqui/ é daqui,mesmo <H>,| S de São Paulo,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:38:48.048,JonasP
0,<A> | S o pessoal daqui,mesmo <0>,e de Minas <A> Gerais,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:39:19.479,JonasP
0,daqui é dos <A> paulista <P>,mesmo <0>,e | D1 está concentrado,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:39:47.139,JonasP
A,às <A> vezes <0> acontece comigo,mesmo <A>,eu estou <E> conversando |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:39:56.298,JonasP
A,D1 entendi | S essa aqui,mesmo <A>,| D1 você fala {Ca.}?,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_ClaudineiP,2018,00:20:10.995,ClaudineiP
A,de falar | S o sotaque,mesmo <A>,| D1 o sotaque? |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_ClaudineiP,2018,00:20:24.327,ClaudineiP
A,trabalhar né que não era fácil,mesmo <A>,| D1 mas algum dos,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:20:26.072,MatheusA
A,é é a mais <A> nova,mesmo <A>,| S que toma conta,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:20:26.072,MatheusA
0,| S aí ficou pela cidade,mesmo <0>,porque até é mais <A>,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:20:33.702,MatheusA
A,está <E> bem está bem difícil,mesmo <A>,viu | D1 uhum |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:20:33.702,MatheusA
A,que faz <A> as <A> coisa,mesmo <A>,viu | D1 carrega no,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:20:57.191,MatheusA
A,gente era só para o trabalho,mesmo <A>,| D1 entendi | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:21:07.447,MatheusA
H,era mesmo <H> do da roça,mesmo <H>,lá de trabalhar e ela,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:21:44.677,MatheusA
0,S mas <0> nós <A> homem,mesmo <0>,era só | S chegar,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:21:55.210,MatheusA
A,eu acho que era só isso,mesmo <A>,e viajar né | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:21:57.485,MatheusA
A,mais <A> com a minha família,mesmo <A>,| D1 sua família mais?,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:21:57.485,MatheusA
P,viajar? | S não aqui aqui,mesmo <P>,a gente viaja pouco é,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:22:07.428,MatheusA
A,S lá está <E> bem complicado,mesmo <A>,viu | S cidadezinha pequena,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adjetivo,adjetivo,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:22:14.140,MatheusA
0,S os <A> amigo de verdade,mesmo <0>,esses <A> aí eu posso,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2016,00:22:30.626,JefersonL
A,trabalha com | S com vontade,mesmo <A>,eu mesmo <A> quando vou,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2016,00:22:30.626,JefersonL
0,S em Maceió eh em Maceió,mesmo <0>,eles <A> já fala de,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2016,00:22:30.626,JefersonL
0,olha (falar) é só em casa,mesmo <0>,porque | S uhn |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:22:43.066,JefersonL
H,engraçado né | S a {M.},mesmo <H>,ela | S ela fica,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:22:43.066,JefersonL
0,assim ah agora | S agora,mesmo <0>,eu não não | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:22:43.066,JefersonL
H,é muito difícil | S difícil,mesmo <H>,| D1 uhn | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:23:30.510,JefersonL
0,filha nasceu então o meu pai,mesmo <0>,não veio mais <A> |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:23:45.392,JefersonL
H,é | S produzir pra mim,mesmo <H>,| S as <A> coisa,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,#,#,#,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2016MA+_JefersonL,2018,00:24:29.978,JefersonL
H,que o homem ficou pra trabalhar,mesmo <H>,| S não a mulher,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:24:51.038,AdrieleS
0,| S desesperada <A> chorando falou,mesmo <0>,"assim ""ai meu Deus"" <A>",mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:08.768,AdrieleS
A,é | S ajudava até aqui,mesmo <A>,| S tinha hora que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:08.768,AdrieleS
H,hora que a minha menina fala,mesmo <H>,"assim ""ai mãe"" | S",mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:25.154,AdrieleS
A,| S ai eu queria sair,mesmo <A>,| D1 queria mais ficar,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:25.154,AdrieleS
A,| S não queria | S,mesmo <A>,de verdade não queria |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:29.214,AdrieleS
A,eh um pouco falta de interesse,mesmo <A>,| D1 uhum | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:29.214,AdrieleS
A,tem uma colega minha que é,mesmo <A>,que ser minha irmã |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:25:29.214,AdrieleS
0,aham | S ah ela fala,mesmo <0>,assim | S das <A>,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FA+_AdrieleS,2017,00:26:03.964,AdrieleS
H,não | S mais <A> velho,mesmo <H>,é o meu irmão que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:26:26.000,JosileideS
0,<E> morando lá agora em Arapiraca,mesmo <0>,minha irmã caçula | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:26:33.337,JosileideS
0,só quem tem o ano completo,mesmo <0>,até o terceiro é a,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:26:42.732,JosileideS
H,o que eu acho ruim aqui,mesmo <H>,| S é a falta,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:26:42.732,JosileideS
H,<A> aqui falar a verdade aqui,mesmo <H>,| S eu acho que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_JosileideS,2017,00:26:42.732,JosileideS
H,| S era na casa dela,mesmo <H>,| D1 uhn | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:27:50.564,LucimaraF
H,carne | S só nós <0>,mesmo <H>,mas <A> ele trabalha de,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:08.957,LucimaraF
0,trabalho né? | S o domingo,mesmo <0>,eu fui pra praça ali,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:16.719,LucimaraF
H,maluco eu acho | S daqui,mesmo <H>,| D1 uhum | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:16.719,LucimaraF
0,tem ne/ é baiano nessa rua,mesmo <0>,ave maria tem meio mundo,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:34.468,LucimaraF
H,S que eh a uhn aqui,mesmo <H>,o que mais <P> tem,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:34.468,LucimaraF
H,né | S no Campo Belo,mesmo <H>,eu eu vejo falar que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017FB-_LucimaraF,2017,00:28:44.758,LucimaraF
A,S que nem tem aqui perto,mesmo <A>,| S ficar de boa,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:06.664,DanielS
A,D1 uhum | S assim antigo,mesmo <A>,| S (ficou lá) |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:11.610,DanielS
A,<A> | S que eu conhecia,mesmo <A>,só era dois <A> |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:18.425,DanielS
A,dividido com Tocantins <A> Goiás <A>,mesmo <A>,| S esses <A> assim,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:18.425,DanielS
A,(tá) | S porque tipo aquele,mesmo <A>,aquele Taquaral | D1 uhum,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:25.238,DanielS
A,coisa ruim é | S muita,mesmo <A>,| D1 você acha que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:34.648,DanielS
A,passear | S só/ só isso,mesmo <A>,| D1 uhum | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:39.096,DanielS
A,S ah eu não gosto <A>,mesmo <A>,é de balada (gay) |,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2017MA-_DanielS,2017,00:29:44.239,DanielS
A,"trabalhar junto"" aí eu falei ""é",mesmo <A>,"né"" | S não tinha",mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018FA+_LuciaI,2018,00:29:44.239,LuciaI
H,S só não passei como já,mesmo <H>,digo | S só não,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:29:53.827,VeronicaS
H,oh meu Deus <A> é isso,mesmo? <H>,| S se eu pensar,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:30:00.929,VeronicaS
0,eu pensar será que é isso,mesmo? <0>,eu to falan/ eles <P>,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018FB-_VeronicaS,2018,00:30:04.650,VeronicaS
A,vou é porque pra mim fazer,mesmo <A>,eu não faço | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_ArthurG,2018,00:30:04.650,ArthurG
0,(Holam/ Holambra eu só só vou,mesmo <0>,lá) quando é pra trocar,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:30:04.650,RicardoR
0,porque que tem mesmo/ <0> é,mesmo <0>,muito sotaque que tem por,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:30:40.511,RicardoR
A,lugar o melhor pra gente ir,mesmo <A>,e mais <A> próximo né,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:30:59.969,JoelmaM
A,ser eh é como você falou,mesmo <A>,o/ a mudança que foi,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:30:59.969,MarisaR
A,pra cá o povo já percebe,mesmo <A>,| S não | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:30:59.969,MarisaR
0,| D1 (é) | S é,mesmo? <0>,| S melhor | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:31:06.294,MarisaR
H,que eu tenho vontade de conhecer,mesmo <H>,| S é | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:31:08.485,JonasP
0,que eu mais <A> gosto <P>,mesmo <0>,é da igreja | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:31:08.485,JonasP
0,ver se a gente consegue falar,mesmo? <0>,| D1 ai calma aí,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MA-_JonasP,2018,00:31:08.485,JonasP
A,visitar mesmo? | S só passear,mesmo <A>,| D1 e o que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MB+_ClaudineiP,2018,00:31:12.549,ClaudineiP
A,é | S só não sair,mesmo <A>,| S porque lá eu,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MB+_ClaudineiP,2018,00:31:44.966,ClaudineiP
H,S a gente | S era,mesmo <H>,do da roça mesmo <H>,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,adverbio,adverbio,lexical,nao,nao,nao,conversa,PBCP_2018MB+_MatheusA,2018,00:31:44.966,MatheusA
0,conversa | S eles <A> percebe,mesmo <0>,que a gente é alagoano,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,ALCP_2018MB-_RicardoR,2018,00:31:44.966,RicardoR
0,aí fui lá e ela ela,mesmo <0>,que foi lá e cadastrou,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,pronome,pronome,gramatical,nao,nao,nao,conversa,ALCP_2018MB+_EraldoF,2018,00:32:11.682,EraldoF
A,a ficha que meu pai morreu,mesmo <A>,que ele não ia voltar,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FA+_EdileneB,2017,00:32:18.443,EdileneB
A,chance tem bastante <A> na cidade,mesmo <A>,que eu moro não uhn,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:32:18.443,GiovanaC
0,aqui eh pra mim é o,mesmo <0>,que ser de casa né,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FA+_GiovanaC,2017,00:32:24.551,GiovanaC
A,| D1 uhum | S nossa,mesmo <A>,que não tem aqui que,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB-_JoelmaM,2017,00:32:24.551,JoelmaM
0,é essas/ <A> essa palavra aí,mesmo <0>,que eu achei mais <0>,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB+_MarisaR,2017,00:32:52.167,MarisaR
0,| S só as <A> pessoa,mesmo <0>,que são de fa/ da,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:32:52.167,RoselinaM
0,<A> de Sã/ só em Paulínia,mesmo <0>,que eu morei | S,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:32:55.182,RoselinaM
0,S de Paulínia é do lugar,mesmo <0>,que eu gosto <A> eu,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:32:55.182,RoselinaM
0,D1 uhum | S da gema,mesmo <0>,que fala né | D1,mesmo,'me$-mo,e,meia.fechada,anterior,mais.anterior,menos.posterior,m,dorsal.labial,sonora,tonica,medial,conjuncao,conjuncao,gramatical,nao,nao,nao,conversa,PBCP_2017FB+_RoselinaM,2017,00:32:55.182,RoselinaM
