VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CONT_FON_SEG,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,STATUS_MORFOLOGICO,MORFEMA.PLURAL,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A, o final do segundo ano quem , escolhesse <A> , química ou eletrônica tinha que ,escolhesse,es-ko-'Le-se,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:59.870,RaquelG
A, eh um outro processo seletivo mais , específico <A> , D1 por que que você ,específico,es-pe-'si-fi-ko,e,p,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:10.008,RaquelG
A, tinha curiosidade de saber como que , as <A> , coisas eram composta <A> de ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:32:16.380,RaquelG
A, como que as <A> coisas eram , composta <A> , de onde vinham D1 aham ,composta,kO-'pos-ta,c,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:16.380,RaquelG
A, aquele aquela menininha lá quando eu , às <A> , vezes eu passo esses <A> ,às,'as,a,v,tonica,final,prepArtigo,artigo,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:29.780,RaquelG
A, eu às <A> vezes eu passo , esses <A> , vídeo quando eu vou dar ,esses,'e-ses,e,v,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:29.780,RaquelG
A, vou dar aula de ciência S , pros <A> , meus alunos hoje D1 aham ,pros,pRos,o,m,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:32:35.770,RaquelG
A, igual essa menininha de onde vem , as <A> , coisa de onde vem o ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:32:37.579,RaquelG
A, vem o xxx de onde vem , as <A> , cor S de onde vem ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:32:37.579,RaquelG
A, onde vem então S eu fui , buscar <A> , isso em química industrial <A> ,buscar,bus-'kar,u,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:47.254,RaquelG
A, fui buscar <A> isso em química , industrial <A> , então eu fiquei nessa escola ,industrial,I-dus-tRi-'aw,u,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:47.254,RaquelG
A, industrial <A> então eu fiquei nessa , escola <A> , quatro anos <A> D1 aham ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:47.254,RaquelG
A, eu fiquei nessa escola <A> quatro , anos <A> , D1 aham S aí eu ,anos,'a-nos,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:32:47.254,RaquelG
A, aham S aí eu fiz um , estágio <A> , S lá no porto D1 ,estágio,es-'ta-Zio,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:53.580,RaquelG
A, S né algumas a gente fez , algumas <A> , visitas seria hoje pesquisa <A> ,algumas,aw-'gu-mas,a,v,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:59.952,RaquelG
A, fez algumas <A> visitas seria hoje , pesquisa <A> , de campo né D1 uhum ,pesquisa,pes-'ki-za,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:32:59.952,RaquelG
A, né D1 uhum S em algumas , indústrias <A> , usinas enfim S e ainda ,indústrias,I-'dus-tRias,u,t,tonica,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:33:05.380,RaquelG
A, gostava de ir pra escola S , gostava <A> , D1 é S eu sempre ,gostava,gos-'ta-va,o,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:33:19.323,RaquelG
A, eu fui uma criança eu sempre , gostei <A> , de estudar <A> S né ,gostei,gos-'tej,o,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:33:22.837,RaquelG
A, criança eu sempre gostei <A> de , estudar <A> , S né em casa S ,estudar,es-tu-'dar,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:33:22.837,RaquelG
A, irmão xxx influencia o outro nos , estudos <A> , <A> né D1 aham S ,estudos,es-'tu-dos,a,t,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:33:28.733,RaquelG
A, xxx influencia o outro nos estudos , <A> <A> , né D1 aham S eh ,estudos,es-'tu-dos,e,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:33:28.733,RaquelG
A, porque eu já tinha contato com , as <A> , letras <A> D1 aham S ,as,as,a,l,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:33:39.166,RaquelG
A, já tinha contato com as <A> , letras <A> , D1 aham S né S ,letras,'le-tRas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:33:39.166,RaquelG
A, igreja né que a gente tinha , as <A> , músicas então você tinha contato ,as,as,a,m,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:04.638,RaquelG
A, músicas então você tinha contato com , as <A> , letras sempre S você ouvia ,as,as,a,l,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:04.638,RaquelG
A, então eu S ficava escrevendo os , hinos <A> , da igreja e por ali ,hinos,'i-nos,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:19.510,RaquelG
A, D1 com certeza S criança assimila , as <A> , coisa muito rápido S e ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:24.895,RaquelG
A, na igreja tinha tipo S eh , apresentações <A> , D1 ah legal S tipo ,apresentações,a-pRe-zE-ta-'sOjs,J,#,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:33.183,RaquelG
A, <A> D1 ah legal S tipo , peças <A> , teatrais <A> D1 aham S ,peças,'pe-sas,a,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:36.920,RaquelG
A, ah legal S tipo peças <A> , teatrais <A> , D1 aham S não é ,teatrais,te-a-'tRajs,j,#,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:34:36.920,RaquelG
A, aham S não é S focado , mais <A> , na no ensino S religioso ,mais,'majs,j,n,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:34:40.170,RaquelG
A, o pessoal lá da época xxx , eles <A> , davam S eh a gente ,eles,'e-les,e,d,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:34:45.190,RaquelG
A, acabava primeiro né a gente assim , as <A> , leituras <D> bíblicas <A> S ,as,as,a,l,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:12.600,RaquelG
D, né a gente assim as <A> , leituras <D> , bíblicas <A> S participava lá ,leituras,lej-'tu-Ras,a,b,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:12.600,RaquelG
A, gente assim as <A> leituras <D> , bíblicas <A> , S participava lá tinha uma ,bíblicas,'bi-bli-kas,a,#,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:12.600,RaquelG
P, tinha um até hoje nas igrejas , existe <P> , isso chamado escola <A> bíblica ,existe,e-'zis-te,i,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:22.467,RaquelG
A, nas igrejas existe <P> isso chamado , escola <A> , bíblica S dominical que acontece ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:22.467,RaquelG
A, <A> bíblica S dominical que acontece , aos <A> , domingos é onde as as ,aos,'a-os,w,d,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:28.920,RaquelG
A, aos <A> domingos é onde as , as <A> , pessoas se reúnem pra estudos ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:28.920,RaquelG
A, as <A> pessoas se reúnem pra , estudos <A> , <A> bíblicos <A> S de ,estudos,es-'tu-dos,u,t,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:28.920,RaquelG
A, <A> pessoas se reúnem pra estudos , <A> <A> , bíblicos <A> S de acordo ,estudos,es-'tu-dos,e,b,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:28.920,RaquelG
A, se reúnem pra estudos <A> <A> , bíblicos <A> , S de acordo com faixa ,bíblicos,'bi-bli-kos,o,#,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:28.920,RaquelG
A, até hoje facilita né o aprendizagem , das <A> , crianças <A> S da minha ,das,das,a,k,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:41.105,RaquelG
A, facilita né o aprendizagem das <A> , crianças <A> , S da minha época e ,crianças,kRi-'A-sas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:41.105,RaquelG
A, casa a gente brincava muito de , escola <A> , D1 ah que legal S ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:49.074,RaquelG
A, que legal S porque tinha meus , irmãos <A> , que já já já estavam ,irmãos,ir-'mAws,W,k,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:35:54.800,RaquelG
A, irmãos <A> que já já já , estavam <A> , na escola <A> então eu ,estavam,es-'ta-vA,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:54.800,RaquelG
A, já já já estavam <A> na , escola <A> , então eu via S meus ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:54.800,RaquelG
A, via S meus irmãos indo pra , escola <A> , eu ficava querendo também ir ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:35:58.910,RaquelG
A, isso há uns cento e cinquenta , anos <A> , S ele tinha naquela época ,anos,'a-nos,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:22.060,RaquelG
A, ele tinha naquela época tinha aquela , escola <A> , ainda hoje tem nas <A> ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:36:25.110,RaquelG
A, aquela escola <A> ainda hoje tem , nas <A> , regiões <A> ribeirinhas <A> na ,nas,nas,a,h,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:25.110,RaquelG
A, <A> ainda hoje tem nas <A> , regiões <A> , ribeirinhas <A> na escola <A> ,regiões,he-Zi-'Ojs,J,h,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:25.110,RaquelG
A, hoje tem nas <A> regiões <A> , ribeirinhas <A> , na escola <A> agrícola S ,ribeirinhas,hi-bej-'Ri-Nas,a,n,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:25.110,RaquelG
A, <A> regiões <A> ribeirinhas <A> na , escola <A> , agrícola S eh S ele ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:36:25.110,RaquelG
A, eh S ele dava aula tinha , aqueles <A> , programas <P> de alfabetização em ,aqueles,a-'ke-les,e,p,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:36:35.393,RaquelG
P, ele dava aula tinha aqueles <A> , programas <P> , de alfabetização em seis <A> ,programas,pRo-'gRa-mas,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:35.393,RaquelG
A, <A> programas <P> de alfabetização em , seis <A> , meses era naquela época da ,seis,'sejs,j,m,tonica,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:36:35.393,RaquelG
A, déficit de aprendizagem xxx S das , escolas <A> , <A> S eh o meu ,escolas,es-'ko-las,u,k,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:52.280,RaquelG
A, de aprendizagem xxx S das escolas , <A> <A> , S eh o meu o ,escolas,es-'ko-las,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:52.280,RaquelG
A, S ele ele que alfabetizou todos , os <A> , filhos <A> dele S legal ,os,os,o,f,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:58.250,RaquelG
A, ele que alfabetizou todos os <A> , filhos <A> , dele S legal S todos ,filhos,'fi-Los,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:36:58.250,RaquelG
A, <A> dele S legal S todos , os <A> , filhos <A> dele meus <P> ,os,os,o,f,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, S legal S todos os <A> , filhos <A> , dele meus <P> tios e ,filhos,'fi-Los,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
P, todos os <A> filhos <A> dele , meus <P> , tios e todas as <A> ,meus,'mews,w,t,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, dele meus <P> tios e todas , as <A> , pessoas <A> que moravam meus ,as,as,a,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, <P> tios e todas as <A> , pessoas <A> , que moravam meus <A> pais ,pessoas,pe-'so-as,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, as <A> pessoas <A> que moravam , meus <A> , pais eles <A> vieram do ,meus,'mews,w,p,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, <A> que moravam meus <A> pais , eles <A> , vieram do interior né S ,eles,'e-les,e,v,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:03.260,RaquelG
A, <A> vieram do interior né S , antes <A> , morava em fazenda em sítios ,antes,'A-tes,e,m,atona,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:09.260,RaquelG
A, antes <A> morava em fazenda em , sítios <A> , S e o meu meu ,sítios,'si-tios,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:09.260,RaquelG
A, ele é da das empresa das , usinas <A> , que lá tinha bastante <A> ,usinas,u-'zi-nas,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:15.390,RaquelG
A, das usinas <A> que lá tinha , bastante <A> , S ou se era das ,bastante,bas-'tA-te,a,t,atona,medial,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:15.390,RaquelG
A, bastante <A> S ou se era , das <A> , prefeituras eu não tenho certeza ,das,das,a,p,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:21.964,RaquelG
A, ele era um professor alfabetizador de , crianças <A> , D1 legal S ali da ,crianças,kRi-'A-sas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:26.690,RaquelG
A, <A> D1 legal S ali da , das <A> , regiões <A> da mais <P> ,das,das,a,h,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:34.207,RaquelG
A, legal S ali da das <A> , regiões <A> , da mais <P> distantes <A> ,regiões,he-Zi-'Ojs,J,d,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:34.207,RaquelG
P, da das <A> regiões <A> da , mais <P> , distantes <A> <A> da cidade ,mais,'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:34.207,RaquelG
A, <A> regiões <A> da mais <P> , distantes <A> , <A> da cidade né S ,distantes,dis-'tA-tes,i,t,atona,medial,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:34.207,RaquelG
A, regiões <A> da mais <P> distantes , <A> <A> , da cidade né S xxx ,distantes,dis-'tA-tes,i,d,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:34.207,RaquelG
A, <A> da cidade né S xxx , essas <A> , crianças <A> S do campo ,essas,'e-sas,a,k,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:37:39.330,RaquelG
A, cidade né S xxx essas <A> , crianças <A> , S do campo D1 a ,crianças,kRi-'A-sas,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:39.330,RaquelG
A, você estava na escola S ah , vários <A> , professores <A> né eh a ,vários,'va-Rios,w,p,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:55.023,RaquelG
A, na escola S ah vários <A> , professores <A> , né eh a gente o ,professores,pRo-fe-'so-Res,e,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:37:55.023,RaquelG
A, né S tanto no ponto de , vista <A> , positivo quanto negativo né S ,vista,'vis-ta,i,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:38:07.890,RaquelG
A, né S também S então tive , vários <A> , professores <A> né S eu ,vários,'va-Rios,w,p,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:13.210,RaquelG
A, também S então tive vários <A> , professores <A> , né S eu tinha S ,professores,pRo-fe-'so-Res,e,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:13.210,RaquelG
A, S eu tinha S eu tive , professores <A> , tanto no ensino médio D1 ,professores,pRo-fe-'so-Res,e,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:18.750,RaquelG
A, integral ficava o dia todo na , escola <A> , S aí os <A> professores ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:38:30.560,RaquelG
A, todo na escola <A> S aí , os <A> , professores eram muito exigentes <A> ,os,os,o,p,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:34.167,RaquelG
A, aí os <A> professores eram muito , exigentes <A> , né S muito mesmo <A> ,exigentes,e-zi-'ZE-tes,e,n,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:34.167,RaquelG
A, muito exigentes <A> né S muito , mesmo <A> , S eu tinha um professor ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:38:36.889,RaquelG
P, ele exigia muito da gente S , desde <P> , o primeiro ano ele foi ,desde,'des-de,e,d,tonica,medial,preposicao,conjuncao,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:38:44.290,RaquelG
A, no primeiro segundo ano S e , depois <A> , no tinha uma professora lá ,depois,de-'pojs,j,n,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:38:48.245,RaquelG
A, xxx assim hoje eu vejo os , alunos <A> , falando isso S na época ,alunos,a-'lu-nos,o,f,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:38:57.900,RaquelG
0, S na época xxx nossa meu , deus <0> , do céu ela era muito ,deus,'dews,w,d,tonica,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:39:04.531,RaquelG
A, laboratório D1 uhum S ela exigia , demais <A> , demais <A> demais <A> S ,demais,de-'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:39:19.468,RaquelG
A, uhum S ela exigia demais <A> , demais <A> , demais <A> S então isso ,demais,de-'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:39:19.468,RaquelG
A, ela exigia demais <A> demais <A> , demais <A> , S então isso me S ,demais,de-'majs,j,#,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:39:19.468,RaquelG
A, S é que naquela época também , as <A> , coisas <A> mudaram pra hoje ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:39:32.960,RaquelG
A, que naquela época também as <A> , coisas <A> , mudaram pra hoje né a ,coisas,'koj-zas,a,m,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:39:32.960,RaquelG
