VD,CONT_PREC,OCORRENCIA,CONT_SEGUINTE,ITEM_LEXICAL,TRANSC_FONOLOGICA_SILAC,CONT_FON_PREC,CONT_FON_SEG,TONICIDADE,POSICAO_S,CLASSE_MORFOLOGICA,CLASSE_MORFOLOGICA2,CLASSE_MORFOLOGICA3,STATUS_MORFOLOGICO,MORFEMA.PLURAL,ARQUIVO,ANO.ENTREVISTA,LOCALIZACAO,PARTICIPANTE
A, mas <A> por exemplo os <A> , meus <A> , pais <A> S tinha os ,meus,'mews,w,p,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:24:33.090,RaquelG
A, por exemplo os <A> meus <A> , pais <A> , S tinha os irmãos <A> ,pais,'pajs,j,#,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:33.090,RaquelG
A, <A> pais <A> S tinha os , irmãos <A> , dele tinha meus <P> tios ,irmãos,ir-'mAws,W,d,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:36.187,RaquelG
P, tinha os irmãos <A> dele tinha , meus <P> , tios <A> que a gente ,meus,'mews,w,t,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:24:36.187,RaquelG
A, irmãos <A> dele tinha meus <P> , tios <A> , que a gente não tinha ,tios,'tios,w,k,tonica,final,verbo,verbo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:36.187,RaquelG
A, gente não tinha muito contato que , eles <A> , moravam em outras cidades <A> ,eles,'e-les,e,m,atona,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:24:36.187,RaquelG
A, que eles <A> moravam em outras , cidades <A> , S eu raramente eu ia ,cidades,si-'da-des,e,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:36.187,RaquelG
A, eu raramente eu ia na casa , dos <A> , meus <A> primo na casa ,dos,dos,o,m,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:43.690,RaquelG
A, eu ia na casa dos <A> , meus <A> , primo na casa dos <A> ,meus,'mews,w,p,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:24:43.690,RaquelG
A, <A> meus <A> primo na casa , dos <A> , meus <P> tios <A> S ,dos,dos,o,m,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:43.690,RaquelG
P, <A> primo na casa dos <A> , meus <P> , tios <A> S era muito ,meus,'mews,w,t,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:24:43.690,RaquelG
A, na casa dos <A> meus <P> , tios <A> , S era muito raro eu ,tios,'tios,w,#,tonica,final,verbo,verbo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:43.690,RaquelG
A, eu ir lá S então meus , avós <A> , também moravam em outra cidade ,avós,a-'vos,c,t,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:24:50.202,RaquelG
P, que eu era criança S é , mais <P> , de xxx né S então ,mais,'majs,j,d,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:02.621,RaquelG
A, <P> de xxx né S então , mas <A> , S distância <A> de centro ,mas,mas,a,#,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:05.452,RaquelG
A, né S então mas <A> S , distância <A> , de centro aproximadamente S né ,distância,dis-'tA-sia,i,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:07.633,RaquelG
A, gente S a tradição familiar era , mais <A> , ligado relacionado à religião S ,mais,'majs,j,l,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:16.231,RaquelG
P, muito ligado a isso aí S , festas <P> , <A> e festas <P> <A> ,festas,'fes-tas,3,t,tonica,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:25.540,RaquelG
P, aí S festas <P> <A> e , festas <P> , <A> religiosas <A> tradicionais <A> ,festas,'fes-tas,3,t,tonica,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:25.540,RaquelG
A, S festas <P> <A> e festas , <P> <A> , religiosas <A> tradicionais <A> tipo ,festas,'fes-tas,a,h,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:25.540,RaquelG
A, <P> <A> e festas <P> <A> , religiosas <A> , tradicionais <A> tipo S festa ,religiosas,he-li-Zi-'o-zas,a,t,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:25.540,RaquelG
A, e festas <P> <A> religiosas <A> , tradicionais <A> , tipo S festa <P> de ,tradicionais,tRa-di-si-o-'najs,j,t,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:25.540,RaquelG
P, religiosas <A> tradicionais <A> tipo S , festa <P> , de páscoa <A> de natal ,festa,'fes-ta,3,t,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:29.530,RaquelG
A, <A> tipo S festa <P> de , páscoa <A> , de natal D1 uhum S ,páscoa,'pas-ko-a,a,k,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:25:29.530,RaquelG
A, natal D1 uhum S de réveillon , coisas <A> , que D1 legal S acontecem ,coisas,'koj-zas,a,k,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:32.750,RaquelG
A, lá eu tenho cinquenta e seis , anos <A> , tá quando eu falo na ,anos,'a-nos,o,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:25:57.322,RaquelG
A, ahn S então assim entrei na , escola <A> , eu não fiz a educação ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:02.880,RaquelG
A, só assim era muito a maioria , das <A> , famílias <A> S as <A> ,das,das,a,f,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:10.775,RaquelG
A, era muito a maioria das <A> , famílias <A> , S as <A> crianças <A> ,famílias,fa-'mi-lias,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:10.775,RaquelG
A, maioria das <A> famílias <A> S , as <A> , crianças <A> não fazia educação ,as,as,a,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:14.281,RaquelG
A, <A> famílias <A> S as <A> , crianças <A> , não fazia educação infantil S ,crianças,kRi-'A-sas,a,n,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:14.281,RaquelG
A, S do que hoje é anos , iniciais <A> , S na época era S ,iniciais,i-ni-si-'ajs,j,#,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:19.625,RaquelG
P, pro primeiro ano e xxx eu , estudava <P> , numa escola <A> ficava na ,estudava,es-tu-'da-va,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:28.687,RaquelG
A, e xxx eu estudava <P> numa , escola <A> , ficava na mesma <A> rua ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:28.687,RaquelG
A, <P> numa escola <A> ficava na , mesma <A> , rua que eu morava D1 ,mesma,'mes-ma,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:28.687,RaquelG
A, só era atravessar a rua andava , alguns <A> , metros já estava <E> na ,alguns,aw-'gUs,U,m,tonica,final,pronome,pronome,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:35.409,RaquelG
A, <A> metros já estava <E> na , escola <A> , D1 uhum S e D1 ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:35.409,RaquelG
A, terminar o fundamental S não nessa , escola <A> , eu estudei <P> dois anos ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:42.842,RaquelG
P, S não nessa escola <A> eu , estudei <P> , dois anos <A> primeiro e ,estudei,es-tu-'dej,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:42.842,RaquelG
A, escola <A> eu estudei <P> dois , anos <A> , primeiro e o segundo ano ,anos,'a-nos,o,p,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:42.842,RaquelG
A, S que hoje é dos anos , iniciais <A> , S eh um pouco mais ,iniciais,i-ni-si-'ajs,j,#,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:26:47.680,RaquelG
A, iniciais <A> S eh um pouco , mais <A> , pra frente da minha da ,mais,'majs,j,p,tonica,final,adverbio,adverbio,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:50.993,RaquelG
P, S que é centro educacional antônio , gomes <P> , de antônio gomes <A> de ,gomes,'go-mes,e,d,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:58.300,RaquelG
A, educacional antônio gomes <P> de antônio , gomes <A> , de barros acho que é ,gomes,'go-mes,e,d,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:26:58.300,RaquelG
P, acho que é isso S ainda , existe <P> , esse complexo lá S eu ,existe,e-'zis-te,i,t,tonica,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:05.290,RaquelG
P, S eu não sei se ele , está <P> , ativo D1 uhum S porque ,está,es-'ta,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:07.894,RaquelG
A, foi atingida por aquele acidente da , braskem <A> , D1 uhn S eu não ,braskem,'bRas-kE,a,k,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:11.526,RaquelG
A, ouvi D1 não S que a , braskem <A> , lá em maceió ela teve ,braskem,'bRas-kE,a,k,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:22.299,RaquelG
A, ela teve um S problema lá , nas <A> , perfurações <H> lá que é ,nas,nas,a,p,atona,final,prepArtigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:27:26.312,RaquelG
H, um S problema lá nas <A> , perfurações <H> , lá que é uma empresa ,perfurações,per-fu-Ra-'sOjs,j,l,tonica,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:27:26.312,RaquelG
A, lá que é uma empresa que , extra <A> , S extrai <A> a o ,extra,'es-tRa,e,t,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:26.312,RaquelG
A, uma empresa que extra <A> S , extrai <A> , a o S o sal-gema ,extrai,es-'tRaj,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:30.985,RaquelG
A, ahn S então afetou ou afetaram , vários <A> , bairros <A> lá S e ,vários,'va-Rios,w,b,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:27:35.018,RaquelG
A, então afetou ou afetaram vários <A> , bairros <A> , lá S e começou um ,bairros,'baj-hos,o,l,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:27:35.018,RaquelG
A, S então um afundamento em várias , áreas <A> , S inclusive o bairro onde ,áreas,'a-Re-as,a,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:27:43.130,RaquelG
A, nossa D1 ahn S porque a , braskem <A> , teve esse problema geológico lá ,braskem,'bRas-kE,a,k,tonica,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:27:55.420,RaquelG
A, D1 que absurdo né S foram , vários <A> , bairros <A> de maceió S ,vários,'va-Rios,w,b,atona,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:02.316,RaquelG
A, absurdo né S foram vários <A> , bairros <A> , de maceió S inclusive o ,bairros,'baj-hos,o,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:02.316,RaquelG
A, nascido e criado que é o , pinheiros <A> , D1 uhum S essa escola ,pinheiros,pi-'Nej-Ros,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:04.697,RaquelG
A, pinheiros <A> D1 uhum S essa , escola <A> , ficava lá e todo mundo ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:10.004,RaquelG
P, <A> ficava lá e todo mundo , estudava <P> , na S na região ali ,estudava,es-tu-'da-va,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:10.004,RaquelG
A, não tenho certeza se atualmente ele , está <A> , ativo S lá nesse complexo ,está,es-'ta,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:19.947,RaquelG
A, ativo S lá nesse complexo tinha , escolas <A> , <A> tinha várias escolas <A> ,escolas,es-'ko-las,e,k,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:24.450,RaquelG
A, S lá nesse complexo tinha escolas , <A> <A> , tinha várias escolas <A> <A> ,escolas,es-'ko-las,a,t,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:24.450,RaquelG
A, tinha escolas <A> <A> tinha várias , escolas <A> , <A> dentro ali é uma ,escolas,es-'ko-las,e,k,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:24.450,RaquelG
A, escolas <A> <A> tinha várias escolas , <A> <A> , dentro ali é uma área ,escolas,es-'ko-las,a,d,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:24.450,RaquelG
A, ti D1 era público S sim , escola <A> , pública do estado <A> estadual ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:34.490,RaquelG
A, S sim escola <A> pública do , estado <A> , estadual <A> D1 municipal D1 ,estado,es-'ta-do,e,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:34.490,RaquelG
A, escola <A> pública do estado <A> , estadual <A> , D1 municipal D1 ah esta ,estadual,es-ta-du-'aw,e,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:34.490,RaquelG
A, era tipo como se fosse um , câmpus <A> , S digamos assim não era ,câmpus,'kA-pus,u,#,atona,final,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:38.140,RaquelG
A, tão grande igual um câmpus universitário , mas <A> , tinha S ali tinha escola ,mas,mas,a,t,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:40.606,RaquelG
A, mas <A> tinha S ali tinha , escola <A> , de S anos iniciais <A> ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:44.734,RaquelG
A, tinha escola <A> de S anos , iniciais <A> , S tinha que é fundi ,iniciais,i-ni-si-'ajs,j,#,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:28:47.200,RaquelG
A, né fundamental um tinha o fundamental , dois <A> , S tinha escola <A> de ,dois,'dojs,j,#,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:49.290,RaquelG
A, o fundamental dois <A> S tinha , escola <A> , de ensino médio S que ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:53.533,RaquelG
A, que na época era o que , corresponde <A> , hoje ensino médio na época ,corresponde,ko-hes-'pO-de,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:28:56.528,RaquelG
P, D1 tá S e tinha o , magistério <P> , também nessa naquela época lá ,magistério,ma-Zis-'te-Rio,i,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:06.750,RaquelG
D, nessa naquela época lá S o , magistério <D> , ele não tinha sido extinto ,magistério,ma-Zis-'te-Rio,i,t,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:10.868,RaquelG
A, magistério <D> ele não tinha sido , extinto <A> , ainda D1 uhum S e ,extinto,es-'tI-to,e,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:10.868,RaquelG
A, uhum S e tinha um outras , escolas <A> , <A> lá S dava su ,escolas,es-'ko-las,e,k,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:29:14.810,RaquelG
A, S e tinha um outras escolas , <A> <A> , lá S dava su suporte ,escolas,es-'ko-las,a,l,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:29:14.810,RaquelG
A, quadra tinha S eh a área , esportiva <A> , piscina enfim S eu nessa ,esportiva,es-por-'ti-va,e,p,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:22.960,RaquelG
A, <A> piscina enfim S eu nessa , escola <A> , do meu bairro eu fiz ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:27.349,RaquelG
A, que era o S os anos , iniciais <A> , S depois eu eu fui ,iniciais,i-ni-si-'ajs,j,#,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:29:32.511,RaquelG
A, <A> S depois eu eu fui , transferida <A> , pra esse complexo S maior ,transferida,tRAs-fe-'Ri-da,A,f,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:34.630,RaquelG
A, esse complexo S maior né de , escolas <A> , <A> eu fiz <D> lá ,escolas,es-'ko-las,e,k,atona,medial,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:29:38.527,RaquelG
D, né de escolas <A> <A> eu , fiz <D> , lá eu fiz o terceiro ,fiz,'fis,i,l,tonica,final,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:38.527,RaquelG
A, o ensino fundamental um que hoje , corresponde <A> , do quinto ao nono S ,corresponde,ko-hes-'pO-de,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:44.760,RaquelG
A, era nessa mesma escola S nesse , mesmo <A> , complexo D1 ah tá mas ,mesmo,'mes-mo,e,m,tonica,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:29:57.897,RaquelG
A, S eu eu saí da primeira , escola <A> , lá que eu fiz <A> ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:04.505,RaquelG
A, primeira escola <A> lá que eu , fiz <A> , primeiro e segundo ano S ,fiz,'fis,i,p,tonica,final,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:04.505,RaquelG
P, e segundo ano S aí fui , estudar <P> , nesse complexo eu fui pra ,estudar,es-tu-'dar,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:08.883,RaquelG
A, nesse complexo eu fui pra uma , escola <A> , de anos iniciais <A> fiz ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:08.883,RaquelG
A, pra uma escola <A> de anos , iniciais <A> , fiz o terceiro e quarto ,iniciais,i-ni-si-'ajs,j,f,tonica,final,adjetivo,adjetivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:30:08.883,RaquelG
A, ano aí eu fui pra uma , escola <A> , de ensino fundamental um S ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:16.490,RaquelG
A, ensino fundamental um S que hoje , corresponde <A> , do quinto ao nono que ,corresponde,ko-hes-'pO-de,e,p,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:21.422,RaquelG
P, eu terminei o que hoje nós , chamamos <P> , de nono ano S que ,chamamos,Sa-'ma-mos,o,d,atona,final,verbo,verbo,lexical,marcaVerbal,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:30:28.518,RaquelG
A, S que é o o fundi , dois <A> , que é o ensino fundamental ,dois,'dojs,j,k,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:33.010,RaquelG
A, <A> que é o ensino fundamental , dois <A> , S daí eu prestei <A> ,dois,'dojs,j,#,tonica,final,numeral,numeral,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:33.010,RaquelG
A, fundamental dois <A> S daí eu , prestei <A> , o processo seletivo da escola ,prestei,pRes-'tej,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:38.545,RaquelG
A, seletivo da escola técnica federal de , alagoas <A> , S né S que é ,alagoas,a-la-'go-as,a,#,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:38.545,RaquelG
P, eu falo digo ah quando eu , estudava <P> , no cotuca daí fazendo uma ,estudava,es-tu-'da-va,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:50.003,RaquelG
P, né D1 aham S então eu , prestei <P> , naquela época já tinha processo ,prestei,pRes-'tej,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:30:55.660,RaquelG
A, do colégio técnico S aí eu , prestei <A> , essa esse processo seletivo S ,prestei,pRes-'tej,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:01.668,RaquelG
A, pro ensino médio nesse colégio nessa , escola <A> , técnica federal de alagoas <A> ,escola,es-'ko-la,e,k,atona,medial,substantivo,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:04.811,RaquelG
A, nessa escola <A> técnica federal de , alagoas <A> , D1 essa escola técnica também ,alagoas,a-la-'go-as,a,#,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:04.811,RaquelG
P, S lá na época já já , existia <P> , a ufal que é a ,existia,e-zis-'tia,i,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:18.421,RaquelG
A, que é a universidade federal de , alagoas <A> , D1 aham S e mas ,alagoas,a-la-'go-as,a,#,atona,final,substantivoProprio,substantivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:18.421,RaquelG
A, não eram interligadas e nem era , administrada <A> , S pela ufal como que ,administrada,a-di-mi-nis-'tRa-da,i,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:24.672,RaquelG
P, aqui D1 ahn S que é , adminstrado <P> , pela unicamp D1 aham S ,adminstrado,a-di-mIs-'tRa-do,I,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:33.646,RaquelG
A, S pode ser que hoje seja , mas <A> , na época que eu estudei ,mas,mas,a,n,atona,final,conjuncao,conjuncao,gramatical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:38.117,RaquelG
D, mas <A> na época que eu , estudei <D> , não D1 tá S lá ,estudei,es-tu-'dej,e,t,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:38.117,RaquelG
A, S que era básico para todos , os <A> , cursos <A> D1 uhum S ,os,os,o,k,atona,final,artigo,artigo,gramatical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:31:46.273,RaquelG
A, era básico para todos os <A> , cursos <A> , D1 uhum S aí final ,cursos,'kur-sos,o,#,atona,final,substantivo,substantivo,lexical,morfPluralNom,sim,ALCP_2025FC+_RaquelG_codificada,2025,00:31:46.273,RaquelG
A, final do primeiro ano S quem , escolhesse <A> , o curso a gente escolhia ,escolhesse,es-ko-'Le-se,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:51.339,RaquelG
A, escolhesse <A> o curso a gente , escolhia <A> , o curso qual curso que ,escolhia,es-ko-'Lia,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:51.339,RaquelG
A, a gente queria S aí eu , escolhi <A> , química industrial <A> D1 uhum ,escolhi,es-ko-'Li,e,k,atona,medial,verbo,verbo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:57.459,RaquelG
A, S aí eu escolhi <A> química , industrial <A> , D1 uhum S aí o ,industrial,I-dus-tRi-'aw,u,t,atona,medial,adjetivo,adjetivo,lexical,raiz,nao,ALCP_2025FC+_RaquelG_codificada,2025,00:31:57.459,RaquelG
