"","VD","CONT_PREC","OCORRENCIA","CONT_SEGUINTE","ITEM_LEXICAL","TRANSC_FONOLOGICA_SILAC","CONT_FON_PREC","CFP_abertura","CFP_anterioridade","CFP_tracoposicao1","CFP_tracoposicao2","CONT_FON_SEG","CFS_pontoc","CFS_sonor","TONICIDADE","POSICAO_S","CLASSE_MORFOLOGICA","CLASSE_MORFOLOGICA2","CLASSE_MORFOLOGICA3","MORFEMA.PLURAL","MORFEMA.PLURAL2","MUDANCA.SENTIDO","ESTILO","ARQUIVO.x","ANO.ENTREVISTA","LOCALIZACAO","PARTICIPANTE","STATUS_MORFOLOGICO","ARQUIVO.y","PERFIL","ESTADO","AMOSTRA","GENERO","IDADE","FAIXA_ETARIA","ESCOLARIDADE","ESCOLARIDADE2","INDICE_ESCOL_OUSHIRO","INDICE_ESCOL3","OCUPACAO","INDICE_OCUPACAO","TRABALHO.OUTROCARGO","INDICE_OUTRO_CARGO","INDICE_OUTRO_CARGO2","TRABALHO.SONHO","INDICE_OCUPACAO_SONHOS","INDICE_OCUPACAO_SONHOS2","OCUPACAO_LOCOMOCAO","OCUPACAO_LOCOMOCAO2","INDICE_LOCOMOCAO","OCUPACAO_DIST","MEGA_SENA","MEGA_SENA2","INDICE_MEGA","MEGASENA_TRABALHAR","MEGASENA_TRABALHAR2","INDICE_MEGA_TRABALHO","LAZER_CARACTERISTICA","INDICE_LAZER","LAZER_CAMPINAS_CARACTERISTICA","INDICE_LAZER_CAMPINAS","VIAGEM","INDICE_VIAGEM","VIAGEM_LUGAR","INDICE_VIAGEM_LUGAR","LAZER_VIAGEM_VONTADE2","INDICE_VIAGEM_VONTADE","BAIRRO_REGIAO","BAIRRO_REGIAO2","INDICE_BAIRRO","BAIRRO","CIDADE_RES","INFANCIA_MEMORIA","INDICE_INFANCIA","INDICE_SOCIO_OUSHIRO","CLASSE_SOCIAL","CLASSE_SOCIAL_BC","CLASSE_SOCIAL_BCC","IDADE_MIGRACAO","IDADE_MIGRACAO_fat","TEMPO_RESIDENCIA","TEMPO_RESIDENCIA_fat","PROP_VIDA_SP","PROP_VIDA_SP2","CID_ORIGEM","CID_RESIDENCIA","MOTIVO","AMIGOS","VIZINHOS","COLEGAS_ESTADO","COLEGAS_NE","COMIDA","MUSICA","CONVERSA","VOLTA","ONDE_MORARIA","ESTADUALIDADE","PAULISTIDADE","NORDESTINIDADE","DIF_SP","DIF_NE","DIF_FALAR","IMOVEL","INDICE_IMOVEL","PROPRIEDADE","NQUARTOS","NBANHEIROS","NCOMODOS","NPESSOAS","DENSIDADE_HABITACAO","NRENDA","RENDA_IND","INDICE_RENDA_IND","RENDA_FAM","INDICE_RENDA_FAM","ESCOLA_PAI","ESCOLA_PAI2","INDICE_ESCOL_PAI_OUSHIRO","INDICE_ESCOL_PAI","OCUPACAO_PAI","INDICE_OCUPACAO_PAI","ESCOLA_MAE","ESCOLA_MAE2","INDICE_ESCOL_MAE_OUSHIRO","INDICE_ESCOL_MAE","OCUPACAO_MAE","INDICE_OCUPACAO_MAE","OCUPACAO_AMIGO1","AMIGO1_CLASSIFICACAO","OCUPACAO_AMIGO2","AMIGO2_CLASSIFICACAO","OCUPACAO_AMIGO3","AMIGO3_CLASSIFICACAO","OCUPACAO_AMIGO4","AMIGO4_CLASSIFICACAO","OCUPACAO_AMIGO5","AMIGO5_CLASSIFICACAO","DOCUMENTADOR","INDICE_REDE_EST","INDICE_REDE_NE","INDICE_HABITOS","CLASSE_AUTODECLARADA","SAUDE","INDICE_ESCOL3_norm","INDICE_OCUPACAO_norm","INDICE_OUTRO_CARGO2_norm","INDICE_OCUPACAO_SONHOS2_norm","INDICE_LOCOMOCAO_norm","INDICE_MEGA_norm","INDICE_LAZER_norm","INDICE_LAZER_CAMPINAS_norm","INDICE_VIAGEM_norm","INDICE_VIAGEM_LUGAR_norm","INDICE_VIAGEM_VONTADE_norm","INDICE_BAIRRO_norm","INDICE_INFANCIA_norm","INDICE_RENDA_IND_norm","INDICE_RENDA_FAM_norm","INDICE_ESCOL_PAI_norm","INDICE_OCUPACAO_PAI_norm","INDICE_ESCOL_MAE_norm","INDICE_OCUPACAO_MAE_norm","DENSIDADE_HABITACAO_norm","INDICE_IMOVEL_norm","media_m2","PAIS","LAZER","VIAGEM2","INDICE_SOCIO_POLI","CFP_abertura2","CFS_pontoc2","CFS_sonoridade"
"7564","A","uhum S mas <A> principalmente parte","dos <A>","laboratórios <A> fiz <A> parte","dos","dos","o",NA,NA,NA,NA,"l",NA,NA,"atona","final","prepArtigo","artigo","gramatical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:08.382","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"meio.fechada","coronal","sonora"
"7565","A","mas <A> principalmente parte dos <A>","laboratórios <A>","fiz <A> parte do laboratório","laboratórios","la-bo-Ra-'to-Rios","o",NA,NA,NA,NA,"f",NA,NA,"atona","final","substantivo","substantivo","lexical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:08.382","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"meio.fechada","labial","surda"
"7566","A","principalmente parte dos <A> laboratórios <A>","fiz <A>","parte do laboratório de arqueologia","fiz","'fis","i",NA,NA,NA,NA,"p",NA,NA,"tonica","final","verbo","verbo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:08.382","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"fechada","labial","surda"
"7567","A","hum S e da da da","revista <A>","ciências em foco sempre na","revista","he-'vis-ta","i",NA,NA,NA,NA,"t",NA,NA,"tonica","medial","substantivo","substantivo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:12.729","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"fechada","coronal","surda"
"7568","A","área de edição assim que são","duas <A>","revistas <A> <A> né D1","duas","'du-as","a",NA,NA,NA,NA,"h",NA,NA,"atona","final","numeral","numeral","gramatical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:12.729","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"aberta","dorsal","surda"
"7569","A","edição assim que são duas <A>","revistas <A>","<A> né D1 ah que","revistas","he-'vis-tas","a",NA,NA,NA,NA,"t",NA,NA,"tonica","medial","substantivo","substantivo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:12.729","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"aberta","coronal","surda"
"7570","A","assim que são duas <A> revistas","<A> <A>","né D1 ah que legal","revistas","he-'vis-tas","a",NA,NA,NA,NA,"n",NA,NA,"atona","final","substantivo","substantivo","lexical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:12.729","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"aberta","coronal","sonora"
"7571","P","legal S um periódico e uma","revista <P>","né D1 aham D1 que","revista","he-'vis-ta","i",NA,NA,NA,NA,"t",NA,NA,"tonica","medial","substantivo","substantivo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:17.915","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"fechada","coronal","surda"
"7572","A","não reconhecido não eu sou num","estagiário <A>","no meio de muitos estagiários","estagiário","es-ta-Zi-'a-Rio","e",NA,NA,NA,NA,"t",NA,NA,"atona","medial","substantivo","substantivo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:29.204","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"meio.fechada","coronal","surda"
"7573","A","estagiário <A> no meio de muitos","estagiários <A>","<A> a empresa está <E>","estagiários","es-ta-Zi-'a-Rios","u",NA,NA,NA,NA,"t",NA,NA,"atona","medial","substantivo","substantivo","lexical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:29.204","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"fechada","coronal","surda"
"7574","A","com isso né D1 uhum S","mas <A>","como eu estou <E> lá","mas","mas","a",NA,NA,NA,NA,"k",NA,NA,"atona","final","conjuncao","conjuncao","gramatical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:45.644","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"aberta","dorsal","surda"
"7575","A","<E> num time de S dez","estagiários <A>","<A> D1 uhum S então","estagiários","es-ta-Zi-'a-Rios","u",NA,NA,NA,NA,"t",NA,NA,"atona","medial","substantivo","substantivo","lexical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:53.644","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"fechada","coronal","surda"
"7576","A","num time de S dez estagiários","<A> <A>","D1 uhum S então a","estagiários","es-ta-Zi-'a-Rios","e",NA,NA,NA,NA,"#",NA,NA,"atona","final","substantivo","substantivo","lexical","sim",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:53.644","AlexandreT","morfPluralNom","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"meio.fechada","pausa","pausa"
"7577","A","então a empresa está <E> crescendo","bastante <A>","está <E> pegando estagiário <A>","bastante","bas-'tA-te","a",NA,NA,NA,NA,"t",NA,NA,"atona","medial","adverbio","adverbio","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:54.882","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"aberta","coronal","surda"
"7578","A","crescendo bastante <A> está <E> pegando","estagiário <A>","a rodo vem unicamp vem","estagiário","es-ta-Zi-'a-Rio","e",NA,NA,NA,NA,"t",NA,NA,"atona","medial","substantivo","substantivo","lexical","nao",NA,NA,"conversa","ALCP_2025MB-_AlexandreT_codificada",2025,"00:34:54.882","AlexandreT","raiz","ALCP_2025MB-_AlexandreT","MB-","AL","poli","masculino",24,"1a","superior","superior","4",7,"Trainee de controladoria",5,"analista senior","com.perspec",1,"ator","prof.especializacao",2,"carona","compartilhado",1,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"sem.custo",1,"nao",0,"SP-estado",0,"nacional.internacional",2,"periferia.norte","centro",1,"Barão Geraldo","Campinas","positiva",2,2.81,"C1","media","media",16,"19-",8,"9-","33","de1a2quartos","Avaliação","Campinas","familia","nenhum","nao","nao","nao","1xmes","nunca","nunca","nunca","NE",10,2,10,"5","4","7","casa",1,"alugado","3+","3+","4","1",0.25,1,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"cozinheiro",1,"medio","medio.superior","3.5",6,"cozinheira",1,"Antropologa","7","Artista plastica","7","Cientista de dados","7","Fonoaudiologa","7","Cozinheira","2","Sarah",1,1,3,"Média Baixa","Cecom",3.88888888888889,4.16666666666667,5,5,5,3.33333333333333,5,2.5,0,0,5,5,5,1.25,1,1.11111111111111,"1",3.33333333333333,"1",0.5,2.5,6175.3,2.22222222222222,3.75,1.66666666666667,3.36,"meio.fechada","coronal","surda"
